comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1
494265,2021-01-29,Babara Henry,Director of Operations,1,Babara Henry
509343,2021-06-22,Badrane Erhioui,Manager,1,Badrane Erhioui
509564,2021-06-22,Badrane Erhioui,Manager,1,Badrane Erhioui
312630,2013-12-11,Baetz Candice,"Special Assistant, Policy",1,Baetz Candice
608520,2024-05-28,Bafetigue  Ouattara,Ambassador to Canada,1,Bafetigue Ouattara
484899,2020-10-08,Bagnell Larry,Member of Parliament,1,Bagnell Larry
417570,2017-12-08,Bahadur Singh Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Singh Vinning
401446,2017-05-23,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
402679,2017-06-07,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
404260,2017-06-20,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
406688,2017-08-10,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
417816,2017-12-08,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
419882,2018-02-05,Bahadur Vinning,"Manager, Pacific Regional Affairs",1,Bahadur Vinning
421816,2018-02-09,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
421143,2018-02-22,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
420774,2018-03-02,Bahadur Vinning,"Manager, Pacific Regional Affairs",1,Bahadur Vinning
422767,2018-03-22,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
433388,2018-09-06,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
435336,2018-09-06,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning
476580,2020-06-29,Bahadur Vinning,"Regional Affairs Manager, BC",1,Bahadur Vinning
478781,2020-07-31,Bahadur Vinning,"Director, MRO Regional Affairs, Pacific",1,Bahadur Vinning
485333,2020-09-25,Bahadur Vinning,Regional Affairs Manager,1,Bahadur Vinning
