comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
555581,2023-01-11,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
555583,2023-01-18,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
555584,2023-01-25,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
559537,2023-02-15,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
559540,2023-02-22,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
561907,2023-03-01,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
561906,2023-03-29,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
564267,2023-04-05,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
564268,2023-04-17,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
572726,2023-06-07,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
572728,2023-06-28,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
572729,2023-06-30,Daanish Hamish,Senior Account Executive,1,Daanish Hamish,Senior Account Executive,Daanish Hamish,Senior Account Executive
542137,2022-08-24,Daanish Hussein,Senior Account Executive,1,Daanish Hussein,Senior Account Executive,Daanish Hamish,Senior Account Executive
565750,2023-05-08,Dabrusin Julie,Parliamentary Secretary,1,Dabrusin Julie,Parliamentary Secretary,Dabrusin Julie,Parliamentary Secretary
506631,2021-06-01,Dafna Kohen,Assistant Director,1,Dafna Kohen,Assistant Director,Dafna Kohen,Assistant Director
460609,2019-10-23,Dagenais Eric,Acting Senior Assistant Deputy Minister,1,Dagenais Eric,Acting Senior Assistant Deputy Minister,Dagenais Eric,Acting Senior Assistant Deputy Minister
517907,2021-11-19,Dahlia  James,Policy Advisor,1,Dahlia James,Policy Advisor,Dahlia James,Policy Advisor
593178,2024-01-29,Dahlia  James,Senior Policy Advisor,1,Dahlia James,Senior Policy Advisor,Dahlia James,Policy Advisor
520305,2022-01-17,Dahlia  James ,Policy Advisor,1,Dahlia James,Policy Advisor,Dahlia James,Policy Advisor
