dpoh_id,comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
ed72e570f39e4ccd,338583,2014-10-08,Honourable Senator Irving Gerstein,Senator,1,Irving Gerstein,Senator,Irving Gerstein,Senator,Irving Gerstein,Senator
ccce0eb2245d495a,495986,2021-01-21,Iain Huddleston,"Director General, Air Readiness",1,Iain Huddleston,"Director General, Air Readiness",Iain Huddleston,"Director General, Air Readiness",Iain Huddleston,"Director General, Air Readiness"
56d816d256da4bac,414643,2017-11-23,Iain McPhee,Parliamentary Assistant,1,Iain Mcphee,Parliamentary Assistant,Iain Mcphee,Parliamentary Assistant,Iain Mcphee,Parliamentary Assistant
c552c6585d974a56,387105,2016-10-03,iain stewart,President,1,Iain Stewart,President,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,469013,2020-03-15,iain stewart,President,1,Iain Stewart,President,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,484769,2020-09-02,iain stewart,President,1,Iain Stewart,President,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,422105,2018-02-07,iain Stewart,President,1,Iain Stewart,President,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,392161,2016-12-16,Iain stewart,President,1,Iain Stewart,President,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,422270,2018-02-15,Iain stewart,"President, NRC",1,Iain Stewart,"President, NRC",Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,559212,2023-02-15,Iain  Stewart ,"President, NRC",1,Iain Stewart,"President, NRC",Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,82863,2008-09-11,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,84694,2008-09-17,Iain Stewart,Assistant Deputy Minister,1,Iain Stewart,Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,81675,2008-09-25,Iain Stewart,Assistant Deputy Minister,1,Iain Stewart,Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,83415,2008-09-26,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,87853,2008-10-08,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,85283,2008-10-17,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,88239,2008-11-24,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,94145,2009-01-28,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,97526,2009-02-09,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,97775,2009-02-18,Iain Stewart,Associate Assistant Deputy Minister,1,Iain Stewart,Associate Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
c552c6585d974a56,97221,2009-02-26,Iain Stewart,Acting Assistant Deputy Minister,1,Iain Stewart,Acting Assistant Deputy Minister,Iain Stewart,President,Iain Stewart,President
