dpoh_id,comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
e4f10e769dc84d15,494265,2021-01-29,Babara Henry,Director of Operations,1,Babara Henry,Director of Operations,Babara Henry,Director of Operations,Barbara Henry,Director of Operations
0e4d8f2c577a4b9f,509343,2021-06-22,Badrane Erhioui,Manager,1,Badrane Erhioui,Manager,Badrane Erhioui,Manager,Badrane Erhioui,Manager
0e4d8f2c577a4b9f,509564,2021-06-22,Badrane Erhioui,Manager,1,Badrane Erhioui,Manager,Badrane Erhioui,Manager,Badrane Erhioui,Manager
f06a5e1bd0314f27,312630,2013-12-11,Baetz Candice,"Special Assistant, Policy",1,Baetz Candice,"Special Assistant, Policy",Baetz Candice,"Special Assistant, Policy",Baetz Candice,"Special Assistant, Policy"
b7b047a3c9a54f0b,608520,2024-05-28,Bafetigue  Ouattara,Ambassador to Canada,1,Bafetigue Ouattara,Ambassador to Canada,Bafetigue Ouattara,Ambassador to Canada,Bafetigue Ouattara,Ambassador to Canada
94d0bcb17ed140a3,484899,2020-10-08,Bagnell Larry,Member of Parliament,1,Bagnell Larry,Member of Parliament,Bagnell Larry,Member of Parliament,Bagnell Larry,Member of Parliament
1d7c5e2d80ed4a95,417570,2017-12-08,Bahadur Singh Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Singh Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific"
1d7c5e2d80ed4a95,401446,2017-05-23,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific"
1d7c5e2d80ed4a95,402679,2017-06-07,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific"
1d7c5e2d80ed4a95,404260,2017-06-20,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific"
1d7c5e2d80ed4a95,406688,2017-08-10,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific"
1d7c5e2d80ed4a95,417816,2017-12-08,Bahadur Vinning,"Regional Affairs Manager, Pacific",1,Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific",Bahadur Vinning,"Regional Affairs Manager, Pacific"
