dpoh_id,comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
86d1129061974a8f,462914,2020-01-17,Zabair Patel,Chief of Staff,1,Zabair Patel,Chief of Staff,Zabair Patel,Chief of Staff,Zubair Patel,Chief of Staff
86d1129061974a8f,480083,2020-07-17,Zabier Patel,Chief of Staff,1,Zabier Patel,Chief of Staff,Zabair Patel,Chief of Staff,Zubair Patel,Chief of Staff
29e3cb858be94106,515402,2021-10-21,Zac Archambault,Deputy Director,1,Zac Archambault,Deputy Director,Zac Archambault,Deputy Director,Zac Archambault,Deputy Director
29e3cb858be94106,416219,2017-11-28,Zach Archambault,Deputy Director,1,Zach Archambault,Deputy Director,Zac Archambault,Deputy Director,Zac Archambault,Deputy Director
2521c0e8717e4133,631765,2025-02-13,zachariah downey,Ministerial Assistant,1,Zachariah Downey,Ministerial Assistant,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,633362,2025-02-24,Zachariah  Downey,"Director, Parliamentary Affairs and Internal Trade",1,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,561330,2023-03-06,Zachariah Downey,Legislative Assistant,1,Zachariah Downey,Legislative Assistant,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,573555,2023-07-26,Zachariah Downey,Legislative Assistant,1,Zachariah Downey,Legislative Assistant,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,631704,2025-02-14,Zachariah Downey,"Director, Parliamentary Affairs",1,Zachariah Downey,"Director, Parliamentary Affairs",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,633094,2025-02-24,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",1,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,634740,2025-03-05,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",1,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,635288,2025-03-06,Zachariah Downey,"Director, Parliamentary Affairs",1,Zachariah Downey,"Director, Parliamentary Affairs",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,635207,2025-03-13,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",1,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,637316,2025-05-02,Zachariah Downey,"Director, Parliamentary Affairs",1,Zachariah Downey,"Director, Parliamentary Affairs",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
2521c0e8717e4133,635548,2025-05-06,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",1,Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade",Zachariah Downey,"Director, Parliamentary Affairs and Internal Trade"
fddce3d098174c50,616835,2024-09-04,zachary archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,630327,2025-01-24,zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,587554,2023-11-07,Zachary  Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,297609,2013-09-11,Zachary Archambault,Senior Trade Policy Officer,1,Zachary Archambault,Senior Trade Policy Officer,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,338892,2014-10-21,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,342006,2014-11-07,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,421976,2018-02-27,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,424153,2018-03-01,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,444538,2019-01-23,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,447192,2019-02-25,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,450909,2019-04-02,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,454090,2019-05-23,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,514760,2021-09-20,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,515535,2021-10-19,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,622026,2024-10-10,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,623727,2024-11-20,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,629255,2024-12-05,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,630541,2025-01-10,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,630324,2025-01-23,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,630342,2025-01-24,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,630339,2025-01-24,Zachary Archambault,Director General,1,Zachary Archambault,Director General,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,633279,2025-02-03,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,634442,2025-03-28,Zachary Archambault,Deputy Director,1,Zachary Archambault,Deputy Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,635675,2025-04-04,Zachary Archambault,Director,1,Zachary Archambault,Director,Zachary Archambault,Director,Zachary Archambault,Director
fddce3d098174c50,408554,2017-09-26,Zachary Armchambault,Deputy Director,1,Zachary Armchambault,Deputy Director,Zachary Armchambault,Deputy Director,Zachary Archambault,Director
fddce3d098174c50,412547,2017-10-13,Zachary Armchambault,Deputy Director,1,Zachary Armchambault,Deputy Director,Zachary Armchambault,Deputy Director,Zachary Archambault,Director
fcf4840ed79145cc,589898,2023-12-19,Zachary Bensemana,Policy Analyst,1,Zachary Bensemana,Policy Analyst,Zachary Bensemana,Policy Analyst,Zachary Bensemana,Policy Analyst
d6b76704c9594d04,434437,2018-10-02,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,1,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor
d6b76704c9594d04,444211,2018-11-22,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,1,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor
d6b76704c9594d04,529808,2022-03-29,Zachary Caldwell,Director of Communications,1,Zachary Caldwell,Director of Communications,Zachary Caldwell,Parliamentary Affairs and Issues Advisor,Zachary Caldwell,Parliamentary Affairs and Issues Advisor
20fb441b10e345c0,609420,2024-06-19,Zachary Campbell,Trade Commissioner,1,Zachary Campbell,Trade Commissioner,Zachary Campbell,Trade Commissioner,Zachary Campbell,Trade Commissioner
3b9ec5e2e71440ba,402190,2017-05-29,Zachary Cocek,Constituency Assistant,1,Zachary Cocek,Constituency Assistant,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant
3b9ec5e2e71440ba,416226,2017-12-04,Zachary Cocek,Parliamentary Assistant,1,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant
3b9ec5e2e71440ba,423608,2018-03-26,Zachary Cocek,Parliamentary Assistant,1,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant
3b9ec5e2e71440ba,429362,2018-05-01,Zachary Cocek,Policy Advisor,1,Zachary Cocek,Policy Advisor,Zachary Cocek,Parliamentary Assistant,Zachary Cocek,Parliamentary Assistant
1a282de33fec4663,414878,2017-11-29,Zachary Dayler,Constituency Assistant,1,Zachary Dayler,Constituency Assistant,Zachary Dayler,Director,Zachary Dayler,Director
1a282de33fec4663,418820,2018-01-22,Zachary Dayler,"Director, Office of the Hon. Catherine McKenna",1,Zachary Dayler,"Director, Office of the Hon. Catherine McKenna",Zachary Dayler,Director,Zachary Dayler,Director
1a282de33fec4663,419983,2018-02-09,Zachary Dayler,"Director, Ottawa Centre Community Office",1,Zachary Dayler,"Director, Ottawa Centre Community Office",Zachary Dayler,Director,Zachary Dayler,Director
1a282de33fec4663,420658,2018-02-15,Zachary Dayler,Director,1,Zachary Dayler,Director,Zachary Dayler,Director,Zachary Dayler,Director
c2da42d5e6c04498,611318,2024-06-06,Zachary Euler,Analyst,1,Zachary Euler,Analyst,Zachary Euler,Analyst,Zachary Euler,Analyst
7c7f1a779658409e,451051,2019-04-24,Zachary Fentiman,Tax Policy Officer,1,Zachary Fentiman,Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
7c7f1a779658409e,456878,2019-07-08,Zachary Fentiman,"Tax Policy Officer, Personal Income Tax Division",1,Zachary Fentiman,"Tax Policy Officer, Personal Income Tax Division",Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
7c7f1a779658409e,599122,2024-03-27,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
7c7f1a779658409e,599123,2024-03-27,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
7c7f1a779658409e,602705,2024-05-01,Zachary Fentiman,"Senior Policy Advisor, Tax",1,Zachary Fentiman,"Senior Policy Advisor, Tax",Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
7c7f1a779658409e,604120,2024-05-08,Zachary Fentiman,Senior Tax Policy Officer,1,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer,Zachary Fentiman,Senior Tax Policy Officer
